"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","7","","DocumentSuite","","","","[DeleteDocument] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","6","","DocumentStorageSuite","","","","[GetByInfoCardID] Get document by info card ID test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","4","","FieldStorageSuite","","","","[Get] Get document field test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","8","","EmployeeSuite","","","","[GetEmployee] Incorrect phone number",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","8","","FieldSuite","","","","[GetDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","6","","EmployeeStorageSuite","","","","[GetByInfoCardID] Get employee by info card ID test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","28","","CheckpointStorageSuite","","","","[ListPassages] List passages test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","7","","InfoCardSuite","","","","[GetInfoCard] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","3","","EmployeeSuite","","","","[DeleteEmployee] Incorrect info card ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","6","","FieldSuite","","","","[ListDocumentFields] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","10","","FieldSuite","","","","[DeleteDocumentField] Incorrect field ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","1","","EmployeeStorageSuite","","","","[Delete] Delete employee test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","3","","InfoCardSuite","","","","[ValidateInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","7","","EmployeeStorageSuite","","","","[Register] Register employee test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","21","","CheckpointStorageSuite","","","","[DeleteCheckpoint] Delete checkpoint test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","11","","FieldSuite","","","","[ListDocumentFields] Incorrect document ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","5","","DocumentSuite","","","","[GetDocumentByInfoCardID] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","6","","CheckpointSuite","","","","[CreatePassage] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","11","","EmployeeStorageSuite","","","","[GetByPhone] Get employee by phone test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","6","","FieldSuite","","","","[GetDocumentField] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","14","","InfoCardSuite","","","","[CreateInfoCard] Incorrect employee ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","17","","FieldSuite","","","","[DeleteDocumentField] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","4","","CompanyStorageSuite","","","","[GetByID] Get company by ID test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","5","","FieldStorageSuite","","","","[Delete] Delete document field test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","5","","EmployeeSuite","","","","[GetEmployee] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","13","","InfoCardStorageSuite","","","","[GetByID] Get info card by ID test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","3","","CheckpointSuite","","","","[ListPassages] Incorrect document ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","28","","CheckpointStorageSuite","","","","[CreateCheckpoint] Create checkpoint test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","18","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","3","","DocumentSuite","","","","[CreateDocument] Incorrect info card ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","8","","CheckpointStorageSuite","","","","[GetPassage] Get passage test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","10","","FieldSuite","","","","[CreateDocumentField] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","5","","DocumentStorageSuite","","","","[GetByID] Get document by ID test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","14","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","16","","InfoCardSuite","","","","[ValidateInfoCard] Success",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:09 GMT 2024","9","","CompanyStorageSuite","","","","[Delete] Delete company test",""
"passed","Sun Oct 06 08:51:09 GMT 2024","Sun Oct 06 08:51:10 GMT 2024","1151","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
