"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","7","","EmployeeStorageSuite","","","","[UpdateRefreshToken] Update refresh token test",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","7","","FieldStorageSuite","","","","[ListCardFields] List document fields test",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","4","","InfoCardStorageSuite","","","","[Delete] Delete info card test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","4","","CompanySuite","","","","[GetCompany] Incorrect company ID",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","7","","FieldSuite","","","","[GetDocumentField] Success",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","3","","InfoCardSuite","","","","[CreateInfoCard] Success",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","12","","DocumentStorageSuite","","","","[GetByID] Get document by ID test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","6","","FieldSuite","","","","[CreateDocumentField] Success",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","4","","DocumentSuite","","","","[GetDocumentByInfoCardID] Incorrect info card ID",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","1166","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","3","","CheckpointSuite","","","","[ListPassages] Success",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","8","","InfoCardStorageSuite","","","","[List] List info cards test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","10","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","13","","DocumentStorageSuite","","","","[Create] Create document test",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","8","","FieldStorageSuite","","","","[Get] Get document field test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","9","","DocumentSuite","","","","[DeleteDocument] Success",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","14","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","6","","AuthSuite","","","","[LoginEmployee] Incorrect password",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","10","","DocumentSuite","","","","[DeleteDocument] Incorrect document ID",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","9","","CheckpointStorageSuite","","","","[ListPassages] List passages test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","3","","EmployeeSuite","","","","[DeleteEmployee] Success",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","6","","CheckpointStorageSuite","","","","[CreateCheckpoint] Create checkpoint test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","11","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","3","","DocumentSuite","","","","[GetDocument] Success",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","10","","EmployeeStorageSuite","","","","[GetByInfoCardID] Get employee by info card ID test",""
"passed","Sun Oct 06 13:14:00 GMT 2024","Sun Oct 06 13:14:00 GMT 2024","1","","DocumentSuite","","","","[GetDocument] Incorrect document ID",""
"passed","Sun Oct 06 13:14:01 GMT 2024","Sun Oct 06 13:14:01 GMT 2024","3","","CheckpointStorageSuite","","","","[CreatePassage] Create passage test",""
