"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","6","","DocumentStorageSuite","","","","[Create] Create document test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","7","","CheckpointStorageSuite","","","","[CreatePassage] Create passage test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","2","","CheckpointStorageSuite","","","","[GetCheckpoint] Get checkpoint test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","3","","AuthSuite","","","","[LoginEmployee] Incorrect password",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","18","","FieldSuite","","","","[GetDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","5","","InfoCardSuite","","","","[ValidateInfoCard] Success",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","3","","DocumentStorageSuite","","","","[GetByInfoCardID] Get document by info card ID test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","6","","FieldStorageSuite","","","","[Delete] Delete document field test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","1","","CompanyStorageSuite","","","","[GetByID] Get company by ID test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","24","","FieldSuite","","","","[ListDocumentFields] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","9","","InfoCardSuite","","","","[CreateInfoCard] Incorrect employee ID",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","7","","CompanyStorageSuite","","","","[Create] Create company test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","5","","CheckpointStorageSuite","","","","[DeletePassage] Delete passage test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","12","","DocumentSuite","","","","[GetDocumentByInfoCardID] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","7","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","6","","FieldStorageSuite","","","","[ListCardFields] List document fields test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","10","","InfoCardStorageSuite","","","","[Delete] Delete info card test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","3","","InfoCardStorageSuite","","","","[Create] Create info card test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","6","","InfoCardSuite","","","","[ListInfoCards] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","8","","InfoCardSuite","","","","[ValidateInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:18 GMT 2024","1997","","AuthSuite","","","","[LoginEmployee] Correct request",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","2","","CheckpointStorageSuite","","","","[ListPassages] List passages test",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","13","","InfoCardStorageSuite","","","","[List] List info cards test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","22","","FieldSuite","","","","[CreateDocumentField] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","4","","DocumentSuite","","","","[DeleteDocument] Success",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","6","","CheckpointStorageSuite","","","","[DeleteCheckpoint] Delete checkpoint test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:18 GMT 2024","1941","","AuthSuite","","","","[RegisterEmployee] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","7","","DocumentSuite","","","","[GetDocument] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","9","","EmployeeSuite","","","","[DeleteEmployee] Incorrect info card ID",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","2","","EmployeeStorageSuite","","","","[GetByInfoCardID] Get employee by info card ID test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","2","","CheckpointSuite","","","","[ListPassages] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","2","","CheckpointSuite","","","","[CreatePassage] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","2","","CheckpointSuite","","","","[ListPassages] Incorrect document ID",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","1","","InfoCardStorageSuite","","","","[GetByID] Get info card by ID test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","21","","FieldSuite","","","","[CreateDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","6","","InfoCardSuite","","","","[GetInfoCard] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","18","","AuthSuite","","","","[LoginEmployee] Incorrect phone number",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","7","","DocumentSuite","","","","[GetDocument] Incorrect document ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","24","","FieldSuite","","","","[DeleteDocumentField] Success",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","8","","CheckpointStorageSuite","","","","[GetPassage] Get passage test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","15","","FieldSuite","","","","[ListDocumentFields] Incorrect document ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","8","","DocumentSuite","","","","[GetDocumentByInfoCardID] Incorrect info card ID",""
"failed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","2","","CheckpointSuite","","","","[CreatePassage] Incorrect checkpoint ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","3","","DocumentSuite","","","","[CreateDocument] Success",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","14","","FieldSuite","","","","[DeleteDocumentField] Incorrect field ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","5","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","3","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 13:20:17 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","4","","DocumentStorageSuite","","","","[GetByID] Get document by ID test",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:17 GMT 2024","1173","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
"passed","Sun Oct 06 13:20:16 GMT 2024","Sun Oct 06 13:20:16 GMT 2024","14","","InfoCardSuite","","","","[CreateInfoCard] Success",""
