"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 06:33:01 GMT 2024","Thu Oct 10 06:33:02 GMT 2024","46","","EmployeeStorageSuite","","","","[GetByPhone] Get employee by phone test",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","4","","EmployeeStorageSuite","","","","[Delete] Delete employee test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","2","","FieldSuite","","","","[CreateDocumentField] Success",""
"passed","Thu Oct 10 06:33:01 GMT 2024","Thu Oct 10 06:33:02 GMT 2024","92","","InfoCardStorageSuite","","","","[Create] Create info card test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","4","","FieldSuite","","","","[GetDocumentField] Success",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","1","","CompanyStorageSuite","","","","[Create] Create company test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","5","","FieldSuite","","","","[GetDocumentField] Incorrect document ID",""
"passed","Thu Oct 10 06:33:01 GMT 2024","Thu Oct 10 06:33:02 GMT 2024","97","","CompanySuite","","","","[INT GetCompany] Incorrect company ID",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","3","","FieldSuite","","","","[ListDocumentFields] Success",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","6","","DocumentSuite","","","","[DeleteDocument] Incorrect document ID",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","27","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","5","","CheckpointStorageSuite","","","","[DeleteCheckpoint] Delete checkpoint test",""
"passed","Thu Oct 10 06:33:01 GMT 2024","Thu Oct 10 06:33:02 GMT 2024","61","","CompanyStorageSuite","","","","[Delete] Delete company test",""
"passed","Thu Oct 10 06:33:01 GMT 2024","Thu Oct 10 06:33:02 GMT 2024","88","","InfoCardStorageSuite","","","","[GetByID] Get info card by ID test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","17","","InfoCardSuite","","","","[CreateInfoCard] Success",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","6","","DocumentSuite","","","","[CreateDocument] Success",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","6","","CheckpointStorageSuite","","","","[DeletePassage] Delete passage test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","4","","FieldSuite","","","","[ListDocumentFields] Incorrect document ID",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","1","","FieldSuite","","","","[DeleteDocumentField] Incorrect field ID",""
"passed","Thu Oct 10 06:34:08 GMT 2024","Thu Oct 10 06:34:08 GMT 2024","83","","E2ESuite","","","","[E2E] E2E test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","5","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","5","","EmployeeStorageSuite","","","","[UpdateRefreshToken] Update refresh token test",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","13","","CheckpointStorageSuite","","","","[GetPassage] Get passage test",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","11","","CheckpointStorageSuite","","","","[CreateCheckpoint] Create checkpoint test",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","7","","CheckpointStorageSuite","","","","[GetCheckpoint] Get checkpoint test",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","7","","InfoCardStorageSuite","","","","[Delete] Delete info card test",""
"passed","Thu Oct 10 06:32:46 GMT 2024","Thu Oct 10 06:32:46 GMT 2024","1","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Thu Oct 10 06:33:01 GMT 2024","Thu Oct 10 06:33:03 GMT 2024","1211","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","1","","DocumentStorageSuite","","","","[Delete] Delete document test",""
"passed","Thu Oct 10 06:32:47 GMT 2024","Thu Oct 10 06:32:47 GMT 2024","4","","DocumentStorageSuite","","","","[Create] Create document test",""
