"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","InfoCardSuite","","","","[GetInfoCard] Success",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","CheckpointStorageSuite","","","","[CreatePassage] Create passage test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","5","","CheckpointStorageSuite","","","","[GetPassage] Get passage test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","CompanyStorageSuite","","","","[Delete] Delete company test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","1","","CompanyStorageSuite","","","","[GetByID] Get company by ID test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","5","","InfoCardSuite","","","","[CreateInfoCard] Incorrect employee ID",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","CheckpointStorageSuite","","","","[DeleteCheckpoint] Delete checkpoint test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","CheckpointStorageSuite","","","","[CreateCheckpoint] Create checkpoint test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","4","","CheckpointStorageSuite","","","","[GetCheckpoint] Get checkpoint test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","5","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","CheckpointStorageSuite","","","","[ListPassages] List passages test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","1","","CheckpointStorageSuite","","","","[DeletePassage] Delete passage test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","1","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","2","","InfoCardSuite","","","","[ValidateInfoCard] Success",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","CompanyStorageSuite","","","","[Create] Create company test",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","3","","InfoCardSuite","","","","[DeleteInfoCard] Success",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","2","","InfoCardSuite","","","","[CreateInfoCard] Success",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","1","","InfoCardSuite","","","","[ValidateInfoCard] Incorrect info card ID",""
"passed","Sat Oct 05 20:20:51 GMT 2024","Sat Oct 05 20:20:51 GMT 2024","4","","InfoCardSuite","","","","[ListInfoCards] Success",""
