"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:32 GMT 2024","33","","InfoCardStorageSuite","","","","[Validate] Validate info card test",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","6","","DocumentSuite","","","","[GetDocument] Success",""
"passed","Thu Oct 10 19:14:18 GMT 2024","Thu Oct 10 19:14:18 GMT 2024","8","","FieldStorageSuite","","","","[Get] Get document field test",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","9","","FieldSuite","","","","[ListDocumentFields] Incorrect document ID",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:32 GMT 2024","82","","FieldStorageSuite","","","","[Delete] Delete document field test",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","18","","EmployeeSuite","","","","[DeleteEmployee] Incorrect info card ID",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","11","","InfoCardSuite","","","","[ListInfoCards] Success",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","10","","InfoCardSuite","","","","[CreateInfoCard] Incorrect employee ID",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","13","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","11","","EmployeeSuite","","","","[DeleteEmployee] Success",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:33 GMT 2024","1464","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","20","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","7","","InfoCardSuite","","","","[GetInfoCard] Success",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:33 GMT 2024","1195","","EmployeeStorageSuite","","","","[GetByInfoCardID] Get employee by info card ID test",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:32 GMT 2024","20","","InfoCardStorageSuite","","","","[GetByEmployeeID] Get info card by employee ID test",""
"passed","Thu Oct 10 19:14:18 GMT 2024","Thu Oct 10 19:14:18 GMT 2024","14","","EmployeeStorageSuite","","","","[Register] Register employee test",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","2","","CheckpointSuite","","","","[ListPassages] Incorrect document ID",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:32 GMT 2024","36","","CheckpointStorageSuite","","","","[DeletePassage] Delete passage test",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:32 GMT 2024","71","","FieldStorageSuite","","","","[Get] Get document field test",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:33 GMT 2024","1462","","AuthSuite","","","","[RegisterEmployee] Correct request",""
"passed","Thu Oct 10 19:14:18 GMT 2024","Thu Oct 10 19:14:18 GMT 2024","12","","FieldStorageSuite","","","","[ListCardFields] List document fields test",""
"passed","Thu Oct 10 19:14:17 GMT 2024","Thu Oct 10 19:14:17 GMT 2024","9","","InfoCardSuite","","","","[DeleteInfoCard] Success",""
"passed","Thu Oct 10 19:14:32 GMT 2024","Thu Oct 10 19:14:33 GMT 2024","1442","","AuthSuite","","","","[LoginEmployee] Incorrect password",""
