"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","16","","CheckpointStorageSuite","","","","[GetPassage] Get passage test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1149","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","3","","CompanyStorageSuite","","","","[GetByID] Get company by ID test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","5","","FieldStorageSuite","","","","[ListCardFields] List document fields test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","2","","AuthSuite","","","","[LoginEmployee] Incorrect password",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","16","","DocumentStorageSuite","","","","[GetByID] Get document by ID test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","28","","FieldSuite","","","","[GetDocumentField] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","17","","CheckpointStorageSuite","","","","[DeletePassage] Delete passage test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1","","CompanyStorageSuite","","","","[Create] Create company test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","34","","EmployeeSuite","","","","[GetEmployee] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","20","","FieldSuite","","","","[DeleteDocumentField] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","1","","InfoCardSuite","","","","[ValidateInfoCard] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","2","","EmployeeStorageSuite","","","","[UpdateRefreshToken] Update refresh token test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","14","","InfoCardStorageSuite","","","","[GetByEmployeeID] Get info card by employee ID test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","19","","CheckpointStorageSuite","","","","[DeleteCheckpoint] Delete checkpoint test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","12","","FieldSuite","","","","[CreateDocumentField] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","4","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","29","","DocumentSuite","","","","[GetDocumentByInfoCardID] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","16","","DocumentSuite","","","","[GetDocumentByInfoCardID] Incorrect info card ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","2","","DocumentSuite","","","","[GetDocument] Incorrect document ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","10","","InfoCardSuite","","","","[ValidateInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","8","","EmployeeSuite","","","","[DeleteEmployee] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","3","","CheckpointSuite","","","","[ListPassages] Incorrect document ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","21","","DocumentSuite","","","","[CreateDocument] Incorrect info card ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","8","","InfoCardSuite","","","","[CreateInfoCard] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","6","","FieldSuite","","","","[ListDocumentFields] Incorrect document ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","5","","InfoCardSuite","","","","[GetInfoCard] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","3","","CheckpointSuite","","","","[ListPassages] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","31","","EmployeeSuite","","","","[DeleteEmployee] Incorrect info card ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","21","","CheckpointStorageSuite","","","","[CreateCheckpoint] Create checkpoint test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","15","","DocumentStorageSuite","","","","[Delete] Delete document test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","2","","FieldSuite","","","","[ListDocumentFields] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","16","","InfoCardStorageSuite","","","","[Delete] Delete info card test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","11","","EmployeeStorageSuite","","","","[GetByInfoCardID] Get employee by info card ID test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","28","","AuthSuite","","","","[LoginEmployee] Incorrect phone number",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","9","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","7","","FieldSuite","","","","[GetDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","19","","FieldSuite","","","","[CreateDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","15","","FieldStorageSuite","","","","[Delete] Delete document field test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1","","DocumentStorageSuite","","","","[GetByInfoCardID] Get document by info card ID test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","30","","EmployeeSuite","","","","[GetEmployee] Incorrect phone number",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","27","","InfoCardSuite","","","","[DeleteInfoCard] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1","","EmployeeStorageSuite","","","","[Delete] Delete employee test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","6","","CheckpointSuite","","","","[CreatePassage] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","5","","CheckpointSuite","","","","[CreatePassage] Incorrect checkpoint ID",""
"failed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","22","","CompanySuite","","","","[GetCompany] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","23","","CompanySuite","","","","[GetCompany] Incorrect company ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","15","","CheckpointStorageSuite","","","","[ListPassages] List passages test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","14","","DocumentStorageSuite","","","","[Create] Create document test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","6","","FieldStorageSuite","","","","[Create] Create document field test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","10","","InfoCardSuite","","","","[ListInfoCards] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","11","","EmployeeStorageSuite","","","","[GetByPhone] Get employee by phone test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","40","","FieldSuite","","","","[DeleteDocumentField] Incorrect field ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1","","FieldStorageSuite","","","","[Get] Get document field test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","20","","CheckpointStorageSuite","","","","[CreatePassage] Create passage test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","0","","CompanyStorageSuite","","","","[Delete] Delete company test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","12","","InfoCardStorageSuite","","","","[Validate] Validate info card test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:27 GMT 2024","1998","","AuthSuite","","","","[RegisterEmployee] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1","","EmployeeStorageSuite","","","","[Register] Register employee test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","6","","DocumentSuite","","","","[CreateDocument] Success",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","8","","InfoCardStorageSuite","","","","[GetByID] Get info card by ID test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","4","","DocumentSuite","","","","[GetDocument] Success",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","6","","InfoCardSuite","","","","[DeleteInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:27 GMT 2024","2009","","AuthSuite","","","","[LoginEmployee] Correct request",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","4","","DocumentSuite","","","","[DeleteDocument] Incorrect document ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","15","","InfoCardStorageSuite","","","","[Create] Create info card test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","52","","InfoCardSuite","","","","[CreateInfoCard] Incorrect employee ID",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","14","","InfoCardStorageSuite","","","","[List] List info cards test",""
"passed","Sun Oct 06 08:56:26 GMT 2024","Sun Oct 06 08:56:26 GMT 2024","1","","CheckpointStorageSuite","","","","[GetCheckpoint] Get checkpoint test",""
"passed","Sun Oct 06 08:56:25 GMT 2024","Sun Oct 06 08:56:25 GMT 2024","3","","DocumentSuite","","","","[DeleteDocument] Success",""
